A112109 - Number of Workers in household (6) (Households),,,
Current date: 11/15/2022 12:36:46 PM (Eastern Standard Time),,,
RESIDENCE,Number of Workers in Household 6,Output,Households
"TAZ 00000569, Honolulu County, Hawaii",1 worker,Margin of Error,89
"TAZ 00000569, Honolulu County, Hawaii",2 workers,Estimate,330
"TAZ 00000569, Honolulu County, Hawaii",2 workers,Margin of Error,112
"TAZ 00000569, Honolulu County, Hawaii",3 workers,Estimate,65
"TAZ 00000569, Honolulu County, Hawaii",3 workers,Margin of Error,46
"TAZ 00000569, Honolulu County, Hawaii",4-or-more workers,Estimate,140
"TAZ 00000569, Honolulu County, Hawaii",4-or-more workers,Margin of Error,87
"TAZ 00000570, Honolulu County, Hawaii","Total, number of workers in household",Estimate,35
"TAZ 00000570, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,60
"TAZ 00000570, Honolulu County, Hawaii",0 workers,Estimate,35
"TAZ 00000570, Honolulu County, Hawaii",0 workers,Margin of Error,60
"TAZ 00000570, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000570, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000570, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000570, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000570, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000570, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000570, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000570, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000571, Honolulu County, Hawaii","Total, number of workers in household",Estimate,400
"TAZ 00000571, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,65
"TAZ 00000571, Honolulu County, Hawaii",0 workers,Estimate,10
"TAZ 00000571, Honolulu County, Hawaii",0 workers,Margin of Error,16
"TAZ 00000571, Honolulu County, Hawaii",1 worker,Estimate,155
"TAZ 00000571, Honolulu County, Hawaii",1 worker,Margin of Error,86
"TAZ 00000571, Honolulu County, Hawaii",2 workers,Estimate,105
"TAZ 00000571, Honolulu County, Hawaii",2 workers,Margin of Error,65
"TAZ 00000571, Honolulu County, Hawaii",3 workers,Estimate,45
"TAZ 00000571, Honolulu County, Hawaii",3 workers,Margin of Error,47
"TAZ 00000571, Honolulu County, Hawaii",4-or-more workers,Estimate,85
"TAZ 00000571, Honolulu County, Hawaii",4-or-more workers,Margin of Error,68
"TAZ 00000572, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000572, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000572, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000572, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000572, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000572, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000572, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000572, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000572, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000572, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000572, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000572, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000573, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000573, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000573, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000573, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000573, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000573, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000573, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000573, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000573, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000573, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000573, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000573, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000574, Honolulu County, Hawaii","Total, number of workers in household",Estimate,220
"TAZ 00000574, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,61
"TAZ 00000574, Honolulu County, Hawaii",0 workers,Estimate,60
"TAZ 00000574, Honolulu County, Hawaii",0 workers,Margin of Error,56
"TAZ 00000574, Honolulu County, Hawaii",1 worker,Estimate,85
"TAZ 00000574, Honolulu County, Hawaii",1 worker,Margin of Error,55
"TAZ 00000574, Honolulu County, Hawaii",2 workers,Estimate,70
"TAZ 00000574, Honolulu County, Hawaii",2 workers,Margin of Error,44
"TAZ 00000574, Honolulu County, Hawaii",3 workers,Estimate,4
"TAZ 00000574, Honolulu County, Hawaii",3 workers,Margin of Error,7
"TAZ 00000574, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000574, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000575, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000575, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000575, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000575, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000575, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000575, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000575, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000575, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000575, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000575, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000575, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000575, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000576, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000576, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000576, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000576, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000576, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000576, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000576, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000576, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000576, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000576, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000576, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000576, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000577, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000577, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000577, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000577, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000577, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000577, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000577, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000577, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000577, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000577, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000577, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000577, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000578, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000578, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000578, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000578, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000578, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000578, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000578, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000578, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000578, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000578, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000578, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000578, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000580, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000580, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000580, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000580, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000580, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000580, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000580, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000580, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000580, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000580, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000580, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000580, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000581, Honolulu County, Hawaii","Total, number of workers in household",Estimate,290
"TAZ 00000581, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,55
"TAZ 00000581, Honolulu County, Hawaii",0 workers,Estimate,40
"TAZ 00000581, Honolulu County, Hawaii",0 workers,Margin of Error,25
"TAZ 00000581, Honolulu County, Hawaii",1 worker,Estimate,150
"TAZ 00000581, Honolulu County, Hawaii",1 worker,Margin of Error,52
"TAZ 00000581, Honolulu County, Hawaii",2 workers,Estimate,90
"TAZ 00000581, Honolulu County, Hawaii",2 workers,Margin of Error,44
"TAZ 00000581, Honolulu County, Hawaii",3 workers,Estimate,15
"TAZ 00000581, Honolulu County, Hawaii",3 workers,Margin of Error,14
"TAZ 00000581, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000581, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000582, Honolulu County, Hawaii","Total, number of workers in household",Estimate,20
"TAZ 00000582, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,15
"TAZ 00000582, Honolulu County, Hawaii",0 workers,Estimate,4
"TAZ 00000582, Honolulu County, Hawaii",0 workers,Margin of Error,4
"TAZ 00000582, Honolulu County, Hawaii",1 worker,Estimate,4
"TAZ 00000582, Honolulu County, Hawaii",1 worker,Margin of Error,10
"TAZ 00000582, Honolulu County, Hawaii",2 workers,Estimate,4
"TAZ 00000582, Honolulu County, Hawaii",2 workers,Margin of Error,5
"TAZ 00000582, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000582, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000582, Honolulu County, Hawaii",4-or-more workers,Estimate,4
"TAZ 00000582, Honolulu County, Hawaii",4-or-more workers,Margin of Error,10
"TAZ 00000583, Honolulu County, Hawaii","Total, number of workers in household",Estimate,445
"TAZ 00000583, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,73
"TAZ 00000583, Honolulu County, Hawaii",0 workers,Estimate,60
"TAZ 00000583, Honolulu County, Hawaii",0 workers,Margin of Error,32
"TAZ 00000583, Honolulu County, Hawaii",1 worker,Estimate,270
"TAZ 00000583, Honolulu County, Hawaii",1 worker,Margin of Error,70
"TAZ 00000583, Honolulu County, Hawaii",2 workers,Estimate,115
"TAZ 00000583, Honolulu County, Hawaii",2 workers,Margin of Error,41
"TAZ 00000583, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000583, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000583, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000583, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000584, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000584, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000584, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000584, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000584, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000584, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000584, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000584, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000584, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000584, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000584, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000584, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000585, Honolulu County, Hawaii","Total, number of workers in household",Estimate,110
"TAZ 00000585, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,35
"TAZ 00000585, Honolulu County, Hawaii",0 workers,Estimate,10
"TAZ 00000585, Honolulu County, Hawaii",0 workers,Margin of Error,13
"TAZ 00000585, Honolulu County, Hawaii",1 worker,Estimate,30
"TAZ 00000585, Honolulu County, Hawaii",1 worker,Margin of Error,22
"TAZ 00000585, Honolulu County, Hawaii",2 workers,Estimate,35
"TAZ 00000585, Honolulu County, Hawaii",2 workers,Margin of Error,26
"TAZ 00000585, Honolulu County, Hawaii",3 workers,Estimate,10
"TAZ 00000585, Honolulu County, Hawaii",3 workers,Margin of Error,14
"TAZ 00000585, Honolulu County, Hawaii",4-or-more workers,Estimate,25
"TAZ 00000585, Honolulu County, Hawaii",4-or-more workers,Margin of Error,29
"TAZ 00000586, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000586, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000586, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000586, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000586, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000586, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000586, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000586, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000586, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000586, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000586, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000586, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000587, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000587, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000587, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000587, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000587, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000587, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000587, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000587, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000587, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000587, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000587, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000587, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000588, Honolulu County, Hawaii","Total, number of workers in household",Estimate,195
"TAZ 00000588, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,48
"TAZ 00000588, Honolulu County, Hawaii",0 workers,Estimate,40
"TAZ 00000588, Honolulu County, Hawaii",0 workers,Margin of Error,37
"TAZ 00000588, Honolulu County, Hawaii",1 worker,Estimate,65
"TAZ 00000588, Honolulu County, Hawaii",1 worker,Margin of Error,33
"TAZ 00000588, Honolulu County, Hawaii",2 workers,Estimate,40
"TAZ 00000588, Honolulu County, Hawaii",2 workers,Margin of Error,31
"TAZ 00000588, Honolulu County, Hawaii",3 workers,Estimate,35
"TAZ 00000588, Honolulu County, Hawaii",3 workers,Margin of Error,26
"TAZ 00000588, Honolulu County, Hawaii",4-or-more workers,Estimate,10
"TAZ 00000588, Honolulu County, Hawaii",4-or-more workers,Margin of Error,14
"TAZ 00000589, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000589, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000589, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000589, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000589, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000589, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000589, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000589, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000589, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000589, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000589, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000589, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000590, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000590, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000590, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000590, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000590, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000590, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000590, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000590, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000590, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000590, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000590, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000590, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000591, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000591, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000591, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000591, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000591, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000591, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000591, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000591, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000591, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000591, Honolulu County, Hawaii",3 workers,Margin of Error,11
